Model,Rating,Title,Review
OnePlus 7T,5,One plus 7T,Super performance & good product super mobile phone...
OnePlus 7T,5,Not well,"Mobile is very good fast charge is work well camera best
Courier service not well because my mobile is arrived in my city in 24 date time  3pm but courier not handover to me . After one day received not well courier service"
OnePlus 7T,5,Best phone,Best phone till date
OnePlus 7T,5,Excellent mobile,Battery life not that good.
OnePlus 7T,5,Best smartphone I have ever seen..,Nothing to dislike
OnePlus 7T,4,Never settle,Camera quality
OnePlus 7T,5,Best option,Camera 👌
OnePlus 7T,5,Killer,Amazing.
OnePlus 7T,5,Good,Good
OnePlus 7T,5,Good,Awesome product on this price range
OnePlus 7T,5,Well rounded budget Flagship,"The model I have with me is the OnePlus 7T 8gb ram 256gb storage option, which at Rs 39,999 (now 34,999) looked like a great option. This is the little brother of the OnePLus 7T pro, but comparing them both the extras wouldn't interest my wife much.
We have a 30 watt WARP charger included, aptly named 30T which is a variant of the charger that shipped with the oneplus 7, very nice. Oneplus phones support warp charging which can charge up your phone to 70% in 30 minutes. So if you are in a rush, 30 minutes is enough to at least give you respectable phone time. But you do need to use the included charger and cable.
A transparent case is also included, I'm liking that more and more manufacturers are including at least a silicone case with their phones. There are no ear buds of any sort, as the oneplus 7T has no headphone jack and keeping costs down being their mantra, none are included.
The screen is only 1080p , but 1080x2400 due to its 20:9 aspect ratio. OnePLus calls their display the 'Fluid AMOLED display'.  With a  90hz screen refresh rate, scrolling is soo much smoother, which only when you see it in action would you feel the fluidness of the animations. I couldn't see too much of a smoothness, but if you can't, just change to 60hz in the options which would save on battery. Color’s are generally muted or natural, but you can change between the modes if you want them to  pop. Also on the phone is a factory applied screen protector. Its ok, I do see coloration when you view the phone from an angle, but straight on, there’s no problem.
Phone unlock modes are the standard pin, pattern and face unlock etc. We also have fingerprint unlock using an in-display fingerprint sensor. Setting up is also easy, as with most fingerprint sensors, just follow the instructions and tap on the location marked to register your fingerprint. Once done, whenever we pick up the phone it displays the fingerprint sensor icon, tap it to unlock. The sensor is quite fast, unlocking almost instantaneously.  This is an optical sensor, so you can see it lighting up my finger as it scans it. Newer phones use ultrasonic fingerprint sensors, which are more accurate. But this works quite well.
The camera, the camera on the one plus 7 has been upgraded quite a bit, giving phones that cost twice as much a run for their money. There are three on the back, a 17mm ultrawide camera, a 26 millimeter wide camera as well as a 51mm telephoto camera. A 16 mp selfie camera can be found in the front, here are some sample shots. Colors are OK at this price point, but still needs some work to challenge the real flagships.
The OnePlus 7T has a 3,800 mAh battery, the battery life is respectable, but in order to squeeze a little more out of it you can switch to 60hz refresh rate for the display. But with the warp charger at hand, 30 minutes and you have the battery at 70%.
Speakers are loud in this phone, the sounds are clear and I found it to be louder than my galaxy s9 plus. The front facing speaker does most of the job, firing the sound you.
At a price point half of most flagships this phone has a great screen, great performance, and cameras are really quite good. The OS experience is fast and smooth, and the inclusion of three cameras with features like macro and steady shot are a nice touch. The speakers are also loud, and a hdr 10 compliant display would make content consumption more gratifying. Getting such a well rounded phone for the price is amazing, hats off to oneplus for pulling this off."
OnePlus 7T,5,One plus is Poor man’s iPhone,Overall a good product. Camera is superb and screen refresh rate is the USP I think. Good response.
OnePlus 7T,5,good performance this mobile,good performance this mobile
OnePlus 7T,2,Not suitable for people who uses apps much,"The worst phone in one plus is one plus 7t, reason most of apps are not supporting"
OnePlus 7T,5,Product is good,Speed and operational features
OnePlus 7T,5,Good Phone,"It's a good phone but honestly I loved my 5t more 😊
There was a lot of heating issues initially but after an update looks like it's fixed.
Overall one plus never disappoints 👍👍"
OnePlus 7T,5,Best smartphone in this price segment.,"After using it for a month I must say it has that speedy response, superb camera, fingerprint reader is WoW. Battery life doesn't last long due to 90hz refresh rate but yes it would give you 15-18 hrs of usage after full charge. Better than costly Apple and Samsung."
OnePlus 7T,4,Poor battery,battery drains too fast
OnePlus 7T,5,High performance,Very very good and beautiful high performance never ever before and best smart phone in 2019 and 2020
OnePlus 7T,5,Phone is good,Awesome mobile
OnePlus 7T,5,Awesome,Lovely
OnePlus 7T,5,Mobile with best Hardware and Software,"Amazing power packed mobile phone with well thought upon software and hardware features, OnePlus provides most of the features which I have always wanted in my mobile most of which are not known to many so I tried covering them in best possible ways.
PROS
-------
1) Oneplus mobiles are always optimized with best available hardware at the time of launch leaving no room for any competition and demand, moreover the Oxygen OS software is updated regularly fixing any issues and suggestions provided by the user community.
2) Contains almost all the needed software without any unnecessary bloatware like MI, Samsung and other mobile providers thus preventing any need for installing or purchasing from the google store
i) Contains inbuilt call recorder integrated inside the phone dialer
ii) Contains inbuilt screen recorder which records best quality videos
iii) Inbuit features like Night Mode, Reading Mode, Zen Mode, Focus Mode to suit the different usage of mobile
during a specific scenario
iv) An exclusive features when the mobile flash is used as a torch the brightness is reduced and when using it for
photos or videos the full flash brightness is used, this was something I wanted in phone as it serves the
intended purpose of flash light without putting stress on eyes and battery
v) Built in caller identification which does not work as well as Truecaller so can be ignored or disabled
3) Pre-configured themes to suit different people and since having an AMOLED display the dark theme just provides the best experience to users.
4) Excellent memory management for all apps which is optimized for most used apps to provided the best experience to users without unnecessarily killing the apps
5) Built in steps counter and digital wellbeing feature which tracks overall phone usage and provides a holistic report to user regarding how much time is spent on different applications
6) Comes with 90 Hz display which I feel is over marketed, I haven't seen much differences on using the 90 Hz over 60 Ghz just that the battery drains faster.
All the above provides the OnePlus launcher an edge over the default Android experience, the Oxygen OS is lightweight and feature packed and actively improved by the company, there are certain issues which the companies might fix in the future updates.
CONS
-------
1) The Oxygen OS is buggy and sometimes the mobile screen just blanks out leaving the user with no other option to go for a force reboot, I have faced it couple of time where the screen goes unresponsive but mobile calls can be heard.
2) The camera application should be further optimized as the mobile contains best available camera hardware but fails to capture good photos in various overly bright and dark environments.
3) Mobile screen is too large to use with one hand and there is no feature to reduce the screen size which even basic mobiles from Moto and other manufactures provides
4) The WiFi calling is good but several times the voice just stops in after few seconds but the dialer app still shows the called as connected, this is happening just for the WiFi calling option but not on the network calling
5) Battery works great and provides backup for around two days but sometimes it drains faster than expected still providing one day backup, this could be optimized in future updates."
OnePlus 7T,5,Best phone(after doing cost benefit analysis)as of date,Am writting this review after 3 months of heavy usage. I am glad i sold my samsung note 9 and got this. Exceptional performance on all parameters. A complete package. Only thing that i would recommend you to bus is a C port to 3.5mm converter. Try the one from wayona or one plus has one on their official website.
OnePlus 7T,5,Good Phone to use,Good
OnePlus 7T,4,Good at best not great,Camera is poor for the price....
OnePlus 7T,4,7T wonderful one,Refresh rate and fast fingerprint are good
OnePlus 7T,5,7t > Rog 2  In real life uses.,Phone is excellent. If you are coming from a smaller Phone like me Moto g5 plus you will appreciate this. I was going for Asus Rog 2 but it doesn't have a stable platform like 1+ and neither the update. As far as goes for gaming it can play all the game easily. I am a Gamer but Rog 2 was was just too much for me. 1+ and Rog 2 were my favourite Phone this year.
OnePlus 7T,5,Awesome product in this price,Value for money
OnePlus 7T,5,4,Good
OnePlus 7T,5,Better than I phone .. so must buy..,Lovely phone... must buy..
OnePlus 7T,5,Worthy,Fm application not available
OnePlus 7T,5,Amazon Always Trusted,Awesome product by 1+
OnePlus 7T,5,Super fast delivery by Amazon,It's great experience
OnePlus 7T,4,Good phone,"Good phone, but i observe some hangs in whatsapp in phone. After 2 mnt of use i find everything working fine."
OnePlus 7T,5,Great phone,One plus is awesome.
OnePlus 7T,5,Fabulous Experience,Using This phone from past and it was amazing experience With OnePlus Brand.... continue to suggest to friends
OnePlus 7T,5,Totally amazing (except battery),"pros  : everything
cons : battery capacity is less than mentioned. actual capacity is around 3600mAh"
OnePlus 7T,5,Best Quality,Excellent
OnePlus 7T,3,Quality product,"1. Good but have bugs
2. Screen guard scarcity and costly in market
3. Performance is not that much great
4. Great stock Android experience
5. Good sound quality 👍
Over all experience is great and not that much worth to the price."
OnePlus 7T,5,Good,Good
OnePlus 7T,4,Not happy with camera quality,Camera quality is not as good..since my expectations was very high as a one plus..
OnePlus 7T,5,Best phone till date,By far my best phone yet
OnePlus 7T,5,Suparb,Nice product
OnePlus 7T,1,It makes head spins and dizzy,"Using this phone is making me heavily nausious and dizzy.
First i couldn't realise what was making sick until I figured out my head spins after looking at this phone.
I am wondering if this phone is going to give serious health hazard or damage."
OnePlus 7T,5,Fantastic,Over all phone is good
OnePlus 7T,5,Nice,Nice
OnePlus 7T,5,Good,Good
